Z_PK,Z_ENT,Z_OPT,ZUUIDHASH,ZEVENT,ZSOURCE,ZCATEGORYTYPE,ZINTEGERVALUE,ZCOMPATIBILITYVERSION,ZENDDAYOFWEEK,ZENDSECONDOFDAY,ZHASCUSTOMMETADATA,ZHASSTRUCTUREDMETADATA,ZSECONDSFROMGMT,ZSHOULDSYNC,ZSTARTDAYOFWEEK,ZSTARTSECONDOFDAY,ZVALUECLASS,ZVALUEINTEGER,ZVALUETYPECODE,ZSTRUCTUREDMETADATA,ZVALUE,Z9_VALUE,ZIDENTIFIERTYPE,ZQUANTITYTYPE,ZCREATIONDATE,ZLOCALCREATIONDATE,ZCONFIDENCE,ZENDDATE,ZSTARTDATE,ZVALUEDOUBLE,ZDOUBLEVALUE,ZUUID,ZSTREAMNAME,ZVALUESTRING,ZSTRING,ZMETADATA
16305,11,1,6510011175560155596,,393.0,,,0,2,51141,0,1,3600,0,2,51141,1,908971599454435065,-635635896434291546,12797.0,,,,,731859141.464207,731859141.464207,1.0,731859141.0,731859141.0,9.089715994544351e+17,,7E67ACE9-5429-4A67-A23F-4E83F9D45043,/discoverability/signals,com.apple.screencapture.invoke,,
16306,11,1,3409488683161241136,,394.0,,,0,2,51290,0,1,3600,0,2,51290,1,908971599454435065,-635635896434291546,12797.0,,,,,731859290.959409,731859290.959409,1.0,731859290.0,731859290.0,9.089715994544351e+17,,07E558BB-3886-41E2-AAEA-322CF0ADE27F,/discoverability/signals,com.apple.screencapture.invoke,,
16307,11,1,8575455098557264160,,395.0,,,0,2,51372,0,1,3600,0,2,51372,1,908971599454435065,-635635896434291546,12797.0,,,,,731859372.526614,731859372.526614,1.0,731859372.0,731859372.0,9.089715994544351e+17,,F719130F-20FE-467D-85E8-EC3CEE8B1260,/discoverability/signals,com.apple.screencapture.invoke,,
16308,11,1,2287967049133317083,,396.0,,,0,2,51502,0,1,3600,0,2,51502,1,908971599454435065,-635635896434291546,12797.0,,,,,731859502.435561,731859502.435561,1.0,731859502.0,731859502.0,9.089715994544351e+17,,64E5AF6D-05B7-4993-A694-3AD9B676A7CB,/discoverability/signals,com.apple.screencapture.invoke,,
16309,11,1,-8438957640137191285,,397.0,,,0,2,51576,0,1,3600,0,2,51576,1,908971599454435065,-635635896434291546,12797.0,,,,,731859576.275049,731859576.275049,1.0,731859576.0,731859576.0,9.089715994544351e+17,,4D2A9C52-2E31-4DE0-A19A-065705229F07,/discoverability/signals,com.apple.screencapture.invoke,,
16310,11,1,6569197726024604479,,398.0,,,0,2,51653,0,1,3600,0,2,51653,1,908971599454435065,-635635896434291546,12797.0,,,,,731859653.04795,731859653.04795,1.0,731859653.0,731859653.0,9.089715994544351e+17,,BA65F236-6788-4F6F-BDC2-0CE4F37CCDA3,/discoverability/signals,com.apple.screencapture.invoke,,
16311,11,1,-8206914659583131379,,399.0,,,0,2,51951,0,1,3600,0,2,51951,1,908971599454435065,-635635896434291546,12797.0,,,,,731859951.282553,731859951.282553,1.0,731859951.0,731859951.0,9.089715994544351e+17,,F6A96C83-AA9A-451E-AF4A-DB65E36C8055,/discoverability/signals,com.apple.screencapture.invoke,,
16312,11,1,4810304151631321685,,400.0,,,0,2,52093,0,1,3600,0,2,52093,1,908971599454435065,-635635896434291546,12797.0,,,,,731860093.012043,731860093.012043,1.0,731860093.0,731860093.0,9.089715994544351e+17,,7BFF1A52-30A2-42A0-B39A-78B0454E6C3D,/discoverability/signals,com.apple.screencapture.invoke,,
16313,11,1,263282763402218957,,401.0,,,0,2,52160,0,1,3600,0,2,52160,1,908971599454435065,-635635896434291546,12797.0,,,,,731860160.135535,731860160.135535,1.0,731860160.0,731860160.0,9.089715994544351e+17,,78AC287D-065C-4541-AE2B-48D3F27C4383,/discoverability/signals,com.apple.screencapture.invoke,,
16314,11,1,-4229025324437976166,,402.0,,,0,2,52325,0,1,3600,0,2,52325,1,908971599454435065,-635635896434291546,12797.0,,,,,731860325.292976,731860325.292976,1.0,731860325.0,731860325.0,9.089715994544351e+17,,B29B5373-2DC9-456F-8477-44BB1342BB4B,/discoverability/signals,com.apple.screencapture.invoke,,
16315,11,1,-8167778572144314641,,403.0,,,0,2,52468,0,1,3600,0,2,52468,1,908971599454435065,-635635896434291546,12797.0,,,,,731860468.24371,731860468.24371,1.0,731860468.0,731860468.0,9.089715994544351e+17,,A53A3DA4-FF2B-41A1-9759-1B016384D39C,/discoverability/signals,com.apple.screencapture.invoke,,
16316,11,1,7238398266168723010,,404.0,,,0,2,52605,0,1,3600,0,2,52605,1,908971599454435065,-635635896434291546,12797.0,,,,,731860605.449779,731860605.449779,1.0,731860605.0,731860605.0,9.089715994544351e+17,,CB41F707-04AF-4FFD-A63E-875C7C10712B,/discoverability/signals,com.apple.screencapture.invoke,,
16320,11,1,-3393570528022017762,,405.0,,,0,2,53080,0,1,3600,0,2,53080,1,908971599454435065,-635635896434291546,12797.0,,,,,731861080.944629,731861080.944629,1.0,731861080.0,731861080.0,9.089715994544351e+17,,12393A5A-5BF0-486E-99CA-68BFDAD8FC12,/discoverability/signals,com.apple.screencapture.invoke,,
16321,11,1,-4184422108641413549,,406.0,,,0,2,53465,0,1,3600,0,2,53465,1,908971599454435065,-635635896434291546,12797.0,,,,,731861465.964792,731861465.964792,1.0,731861465.0,731861465.0,9.089715994544351e+17,,3C12BC19-4243-4E6E-BBF8-830EDEE95A21,/discoverability/signals,com.apple.screencapture.invoke,,
16322,11,1,846113762036807235,,407.0,,,0,2,53484,0,1,3600,0,2,53484,1,908971599454435065,-635635896434291546,12797.0,,,,,731861484.382068,731861484.382068,1.0,731861484.0,731861484.0,9.089715994544351e+17,,B372965F-627B-42F9-9BEB-1923CCA7435B,/discoverability/signals,com.apple.screencapture.invoke,,
16327,11,1,6595004389973791023,,408.0,,,0,2,53655,0,1,3600,0,2,53655,1,908971599454435065,-635635896434291546,12797.0,,,,,731861655.017166,731861655.017166,1.0,731861655.0,731861655.0,9.089715994544351e+17,,4D09B68B-0CF7-4B32-935D-369C46DEDAAF,/discoverability/signals,com.apple.screencapture.invoke,,
16328,11,1,7732393742775446866,,409.0,,,0,2,53743,0,1,3600,0,2,53743,1,908971599454435065,-635635896434291546,12797.0,,,,,731861743.791474,731861743.791474,1.0,731861743.0,731861743.0,9.089715994544351e+17,,3FFB8784-187F-47CC-A361-814778EAE9AD,/discoverability/signals,com.apple.screencapture.invoke,,
16329,11,1,3761231127200738677,,410.0,,,0,2,53774,0,1,3600,0,2,53774,1,908971599454435065,-635635896434291546,12797.0,,,,,731861774.876015,731861774.876015,1.0,731861774.0,731861774.0,9.089715994544351e+17,,5A6D7C89-6CDC-4B9B-8662-B3ACB6383651,/discoverability/signals,com.apple.screencapture.invoke,,
16330,11,1,572557408626960181,,411.0,,,0,2,53835,0,1,3600,0,2,53835,1,908971599454435065,-635635896434291546,12797.0,,,,,731861835.919001,731861835.919001,1.0,731861835.0,731861835.0,9.089715994544351e+17,,B5061845-5571-4DD7-A80A-2179090CBDD6,/discoverability/signals,com.apple.screencapture.invoke,,
16331,11,1,2356895574012783900,,412.0,,,0,2,53894,0,1,3600,0,2,53894,1,908971599454435065,-635635896434291546,12797.0,,,,,731861894.803258,731861894.803258,1.0,731861894.0,731861894.0,9.089715994544351e+17,,90125BF2-E4AE-45CA-B6EF-8E92F8B5B0EF,/discoverability/signals,com.apple.screencapture.invoke,,
18270,11,1,-5896428803217667651,,413.0,,,0,5,31500,0,1,3600,0,5,31500,1,2687269364483809848,-635635896434291546,12858.0,,,,,732703500.382281,732703500.382281,1.0,732703500.0,732703500.0,2.68726936448381e+18,,468E37D8-4E98-4386-BB26-2503ED157F43,/discoverability/signals,com.apple.Safari.user-opened-tab,,
18551,11,1,9173027959152457930,,415.0,,,0,3,51235,0,1,3600,0,3,51235,1,-6235543431298324028,-635635896434291546,15116.0,,,,,733155235.981286,733155235.981286,1.0,733155235.0,733155235.0,1.2211200642411227e+19,,972FFFD0-A7A8-41D8-A778-792AB5E4409A,/discoverability/signals,com.apple.spotlight.invoked,,
18581,11,1,4026817041352026522,,416.0,,,0,5,50288,0,1,3600,0,5,50288,1,2236308892753624024,-635635896434291546,15116.0,,,,,733327088.975978,733327088.975978,1.0,733327088.0,733327088.0,2.236308892753624e+18,,B01256B2-3E94-4432-8DBC-FB21EEE28511,/discoverability/signals,com.apple.controlcenter.presented,,
18583,11,1,2907379171583666722,,417.0,,,0,5,50497,0,1,3600,0,5,50497,1,-6235543431298324028,-635635896434291546,15116.0,,,,,733327297.17548,733327297.17548,1.0,733327297.0,733327297.0,1.2211200642411227e+19,,286763DD-560E-4A59-A4A2-A3A34F6A2C81,/discoverability/signals,com.apple.spotlight.invoked,,
18924,11,1,-560284160532159643,,418.0,,,0,6,51116,0,1,3600,0,6,51116,1,908971599454435065,-635635896434291546,12771.0,,,,,733414316.4966,733414316.4966,1.0,733414316.0,733414316.0,9.089715994544351e+17,,C53EA705-98B3-403B-91F2-CE88AB4731CB,/discoverability/signals,com.apple.screencapture.invoke,,
21957,11,1,-6762085545870991858,,419.0,,,0,7,51170,0,1,7200,0,7,51170,1,2157847040686542601,-635635896434291546,16287.0,,,,,737734370.553808,737734370.553808,1.0,737734370.0,737734370.0,2.1578470406865426e+18,,10A7AEC9-E5C5-47E5-991C-A498A3F46F95,/discoverability/signals,com.apple.notificationcenter.opened,,
21958,11,1,-6677173165977406959,,420.0,,,0,7,51171,0,1,7200,0,7,51171,1,2157847040686542601,-635635896434291546,16287.0,,,,,737734371.571879,737734371.571879,1.0,737734371.0,737734371.0,2.1578470406865426e+18,,1A37C90E-05F4-4556-92C1-8F5DD3EE8802,/discoverability/signals,com.apple.notificationcenter.opened,,
21959,11,1,9164067036581495450,,421.0,,,0,7,51172,0,1,7200,0,7,51172,1,2157847040686542601,-635635896434291546,16287.0,,,,,737734372.323513,737734372.323513,1.0,737734372.0,737734372.0,2.1578470406865426e+18,,F29FA1D1-D661-422F-A755-66428A32DF72,/discoverability/signals,com.apple.notificationcenter.opened,,
22004,11,1,-8506885199308740407,,422.0,,,0,1,46046,0,1,7200,0,1,46046,1,-6235543431298324028,-635635896434291546,16318.0,,,,,737815647.117635,737815647.117635,1.0,737815646.0,737815646.0,1.2211200642411227e+19,,D72DE8B0-9A65-488E-9D48-D79A6E485CB4,/discoverability/signals,com.apple.spotlight.invoked,,
22533,11,1,2048732259210127168,,,,,0,2,82124,0,0,7200,0,2,79572,2,0,-2475731913145812025,,,,,,741480528.03282,741480528.03282,1.0,741480524.0,741477972.0,0.0,,59EDB95D-6B1F-4C0C-9AB7-FCD7581A9032,/display/isBacklit,,,
22534,11,1,2379960464546762524,,,,,0,2,82128,0,0,7200,0,2,82124,2,1,-2475731913145812025,,,,,,741480528.134567,741480528.134567,1.0,741480528.0,741480524.0,1.0,,6FF2DDA0-FAC1-4C6F-A8F7-989CA8034A0E,/display/isBacklit,,,
22535,11,1,8232774363882350399,,,,,0,3,82420,0,0,7200,0,2,65628,2,0,-2475731913145812025,,,,,,741567223.5446,741567223.5446,1.0,741567220.0,741550428.0,0.0,,E29A1A06-05FC-4013-AFBF-BE656EF93AED,/display/isBacklit,,,
22536,11,1,-6761790109454895209,,,,,0,3,82420,0,0,7200,0,3,82420,2,1,-2475731913145812025,,,,,,741567223.578274,741567223.578274,1.0,741567220.0,741567220.0,1.0,,7A807418-9EDD-4BFC-A865-67D4F64142DB,/display/isBacklit,,,
22537,11,1,5401153484734349119,,,,,0,4,82288,0,0,7200,0,3,72880,2,0,-2475731913145812025,,,,,,741653491.526601,741653491.526601,1.0,741653488.0,741644080.0,0.0,,269E2FFE-A82F-4429-BECD-1A7839C0CDE0,/display/isBacklit,,,
22538,11,1,-9004038244225969924,,,,,0,4,82288,0,0,7200,0,4,82288,2,1,-2475731913145812025,,,,,,741653491.549326,741653491.549326,1.0,741653488.0,741653488.0,1.0,,0CAD1186-DD79-4CB2-9A0E-12AF18EE898D,/display/isBacklit,,,
22539,11,1,1829642917952254787,,,,,0,4,82288,0,0,7200,0,4,82288,2,0,-2475731913145812025,,,,,,741653491.551743,741653491.551743,1.0,741653488.0,741653488.0,0.0,,1473A81D-8A8B-45CA-BE21-668911CAB8D3,/display/isBacklit,,,
22540,11,1,-1306691819774523367,,,,,0,4,82288,0,0,7200,0,4,82288,2,1,-2475731913145812025,,,,,,741653491.565655,741653491.565655,1.0,741653488.0,741653488.0,1.0,,75AECBBB-C278-4DAE-ABCE-3A35EBB6C0D7,/display/isBacklit,,,
22541,11,1,6556146958803807065,,,,,0,5,82448,0,0,7200,0,4,73924,2,0,-2475731913145812025,,,,,,741740048.238239,741740048.238239,1.0,741740048.0,741731524.0,0.0,,22946EFD-2F67-4834-A701-0220E0E29692,/display/isBacklit,,,
22542,11,1,-2761830832593304694,,,,,0,5,82448,0,0,7200,0,5,82448,2,1,-2475731913145812025,,,,,,741740048.274211,741740048.274211,1.0,741740048.0,741740048.0,1.0,,2FA83430-05B0-482D-9146-F3A1B1CF517F,/display/isBacklit,,,
22543,11,1,-3907143070630371586,,,,,0,5,82448,0,0,7200,0,5,82448,2,0,-2475731913145812025,,,,,,741740048.277292,741740048.277292,1.0,741740048.0,741740048.0,0.0,,B6DF241B-B61C-4DD7-843E-814E5B55783C,/display/isBacklit,,,
22544,11,1,-436326866109960346,,,,,0,5,82448,0,0,7200,0,5,82448,2,1,-2475731913145812025,,,,,,741740048.279962,741740048.279962,1.0,741740048.0,741740048.0,1.0,,79D43094-3726-4E03-BA8C-8AA5176D9EB9,/display/isBacklit,,,
22545,11,1,2303941563568769366,,,,,0,6,82436,0,0,7200,0,5,59408,2,0,-2475731913145812025,,,,,,741826437.609496,741826437.609496,1.0,741826436.0,741803408.0,0.0,,9961A7FA-FC27-4198-9134-55BA0A2475D9,/display/isBacklit,,,
22546,11,1,6332165184756906409,,,,,0,6,82436,0,0,7200,0,6,82436,2,1,-2475731913145812025,,,,,,741826437.625434,741826437.625434,1.0,741826436.0,741826436.0,1.0,,A0CA6099-339F-46CE-B67A-5D0DAA127965,/display/isBacklit,,,
22547,11,1,-5075224940824001882,,,,,0,6,82436,0,0,7200,0,6,82436,2,0,-2475731913145812025,,,,,,741826437.629538,741826437.629538,1.0,741826436.0,741826436.0,0.0,,C61CFABD-5EB1-45C2-AB51-3AD88100FDE8,/display/isBacklit,,,
22548,11,1,9206262960487076814,,,,,0,6,82436,0,0,7200,0,6,82436,2,1,-2475731913145812025,,,,,,741826437.668035,741826437.668035,1.0,741826436.0,741826436.0,1.0,,1396614C-89AE-4142-9626-6B8EBD781C59,/display/isBacklit,,,
22549,11,1,-2852097572269352333,,,,,0,1,82416,0,0,7200,0,7,65488,2,0,-2475731913145812025,,,,,,741999216.959122,741999216.959122,1.0,741999216.0,741982288.0,0.0,,AD6AAE1D-0B43-4EFE-BDF0-C5691C400E25,/display/isBacklit,,,
22550,11,1,-9133377325668588016,,,,,0,1,82416,0,0,7200,0,1,82416,2,1,-2475731913145812025,,,,,,741999217.08972,741999217.08972,1.0,741999216.0,741999216.0,1.0,,0E04972D-8C52-4C6D-9888-F62D34585CDC,/display/isBacklit,,,
22551,11,1,-2348772560112473412,,,,,0,1,82416,0,0,7200,0,1,82416,2,0,-2475731913145812025,,,,,,741999217.106663,741999217.106663,1.0,741999216.0,741999216.0,0.0,,BAC49882-634A-426C-A3C8-703A4DD451A1,/display/isBacklit,,,
22552,11,1,8114810814847513006,,,,,0,1,82416,0,0,7200,0,1,82416,2,1,-2475731913145812025,,,,,,741999217.116899,741999217.116899,1.0,741999216.0,741999216.0,1.0,,1942C732-1D06-4152-8C80-C03F8DD3B543,/display/isBacklit,,,
22553,11,1,-466909776043129978,,,,,0,1,82416,0,0,7200,0,1,82416,2,0,-2475731913145812025,,,,,,741999217.120907,741999217.120907,1.0,741999216.0,741999216.0,0.0,,8AFEED38-6D1A-46B0-BA90-32069AA413CA,/display/isBacklit,,,
22554,11,1,5268897363712183981,,,,,0,1,82416,0,0,7200,0,1,82416,2,1,-2475731913145812025,,,,,,741999217.128541,741999217.128541,1.0,741999216.0,741999216.0,1.0,,D4587407-C967-4C8F-ACB1-400E3131300E,/display/isBacklit,,,
22555,11,1,-8180868991044817439,,,,,0,1,40412,0,0,7200,0,1,25764,2,0,-2475731913145812025,,,,,,742043615.517553,742043615.517553,1.0,742043612.0,742028964.0,0.0,,56F76283-D886-4939-87BE-59294032556C,/display/isBacklit,,,
22556,11,1,-1302368658908433176,,,,,0,1,40687,0,1,7200,0,1,40685,1,2265061383570402976,6584185901589580638,2645.0,,,,,742043888.014508,742043888.014508,1.0,742043887.0,742043885.0,2.265061383570403e+18,,BE7DDE4E-92E1-41F4-849A-80FA6BD8F6EB,/app/usage,com.brave.Browser,,
22557,11,1,-5965511895882150932,,,,,0,1,40693,0,1,7200,0,1,40689,1,3435207421084723711,6584185901589580638,2645.0,,,,,742043893.272701,742043893.272701,1.0,742043893.0,742043889.0,3.4352074210847237e+18,,91E48C0D-8E5D-49D4-86D6-477DEA47D1B1,/app/usage,com.apple.systempreferences,,
22558,11,1,1685681305363335970,,,,,0,1,40714,0,1,7200,0,1,40694,1,2265061383570402976,6584185901589580638,2645.0,,,,,742043914.075009,742043914.075009,1.0,742043914.0,742043894.0,2.265061383570403e+18,,FB4D1ABD-6B01-49E6-A691-12298E4A5173,/app/usage,com.brave.Browser,,
22559,11,1,8821013920157840415,,,,,0,1,40717,0,1,7200,0,1,40714,1,3435207421084723711,6584185901589580638,2645.0,,,,,742043917.272795,742043917.272795,1.0,742043917.0,742043914.0,3.4352074210847237e+18,,20EBDDCB-738A-432F-BC9D-33B25E3772F0,/app/usage,com.apple.systempreferences,,
22560,11,1,-1450762494593072303,,,,,0,1,40732,0,1,7200,0,1,40717,1,-3415611700202112343,6584185901589580638,2645.0,,,,,742043932.317798,742043932.317798,1.0,742043932.0,742043917.0,1.5031132373507439e+19,,3C9250E8-A56B-45BF-ABF7-E9858F447CE7,/app/usage,com.microsoft.VSCode,,
22561,11,1,-1262730253007024196,,,,,0,1,40761,0,1,7200,0,1,40732,1,2265061383570402976,6584185901589580638,2645.0,,,,,742043961.21785,742043961.21785,1.0,742043961.0,742043932.0,2.265061383570403e+18,,EE5722BF-4212-44E8-9A73-9418CCE15B25,/app/usage,com.brave.Browser,,
22562,11,1,-1064949945370432484,,,,,0,1,40763,0,1,7200,0,1,40761,1,-3415611700202112343,6584185901589580638,2645.0,,,,,742043963.918148,742043963.918148,1.0,742043963.0,742043961.0,1.5031132373507439e+19,,F254BF7E-F2D3-4CD1-B9FE-3FE17E2B408C,/app/usage,com.microsoft.VSCode,,
22563,11,1,1482004989312473546,,,,,0,1,40764,0,1,7200,0,1,40763,1,-6393210559445685120,6584185901589580638,2645.0,,,,,742043964.214314,742043964.214314,1.0,742043964.0,742043963.0,1.2053533514263867e+19,,D3658671-D816-424F-B6F4-D192EF8A6CDD,/app/usage,com.electron.ollama,,
22564,11,1,5793429238034522362,,,,,0,1,40793,0,1,7200,0,1,40764,1,-3415611700202112343,6584185901589580638,2645.0,,,,,742043993.214519,742043993.214519,1.0,742043993.0,742043964.0,1.5031132373507439e+19,,5A29DF2B-6EEC-4ED3-8AAE-B5E7B521B297,/app/usage,com.microsoft.VSCode,,
22565,11,1,-6362276490021104098,,,,,0,1,41053,0,1,7200,0,1,40416,2,1,-2475731913145812025,7963.0,,,,,742044253.49552,742044253.49552,1.0,742044253.0,742043616.0,1.0,,0372ED81-C39E-4FBF-8B89-C38ED82345DF,/bluetooth/isConnected,,,
22566,11,1,-7504930584614925911,,,,,0,1,41353,0,1,7200,0,1,41056,1,2265061383570402976,6584185901589580638,2645.0,,,,,742044553.829471,742044553.829471,1.0,742044553.0,742044256.0,2.265061383570403e+18,,392DC6B8-275C-4C48-AA87-B1184F8C992B,/app/usage,com.brave.Browser,,
22567,11,1,-294630043941445484,,,,,0,1,41352,0,0,7200,0,1,40412,2,1,-2475731913145812025,,,,,,742044553.851131,742044553.851131,1.0,742044552.0,742043612.0,1.0,,7C285FD1-FFEB-4AFD-A435-D05A2DA8860B,/display/isBacklit,,,
22568,11,1,-1385668391954160641,,,,,0,1,45156,0,0,7200,0,1,41352,2,0,-2475731913145812025,,,,,,742048359.69087,742048359.69087,1.0,742048356.0,742044552.0,0.0,,9B50AB2C-A2A2-42E9-9C4D-BC74324771E4,/display/isBacklit,,,
22569,11,1,-3049382880946584047,,,,,0,1,45161,0,1,7200,0,1,41053,2,0,-2475731913145812025,7858.0,,,,,742048361.785886,742048361.785886,1.0,742048361.0,742044253.0,0.0,,D5971C72-84DD-4347-A6DC-C4677D553928,/bluetooth/isConnected,,,
22570,11,1,7894963233196042685,,,,,0,1,45538,0,1,7200,0,1,45161,2,1,-2475731913145812025,7963.0,,,,,742048738.011794,742048738.011794,1.0,742048738.0,742048361.0,1.0,,A9539D87-672A-4483-B9E3-989F93553A34,/bluetooth/isConnected,,,
22571,11,1,2942566809638098394,,,,,0,1,45569,0,1,7200,0,1,45169,1,2265061383570402976,6584185901589580638,2645.0,,,,,742048769.152593,742048769.152593,1.0,742048769.0,742048369.0,2.265061383570403e+18,,A92D5098-E437-467F-AB98-62D6C0FC9DAB,/app/usage,com.brave.Browser,,
22572,11,1,-1246207369342266452,,,,,0,1,45568,0,0,7200,0,1,45156,2,1,-2475731913145812025,,,,,,742048769.176359,742048769.176359,1.0,742048768.0,742048356.0,1.0,,9CC85A87-1900-4A27-A9FD-1631329B880A,/display/isBacklit,,,
22573,11,1,6159866339215493834,,,,,0,2,82060,0,0,7200,0,1,69780,2,0,-2475731913145812025,,,,,,742085260.076746,742085260.076746,1.0,742085260.0,742072980.0,0.0,,9533AD7A-4CFF-4558-87E6-FD88D847A822,/display/isBacklit,,,
22574,11,1,-2961554043223302524,,,,,0,2,82060,0,0,7200,0,2,82060,2,1,-2475731913145812025,,,,,,742085260.137181,742085260.137181,1.0,742085260.0,742085260.0,1.0,,43F2057E-28DA-415F-9C82-E6DACDC791FF,/display/isBacklit,,,
22575,11,1,8180012118886528051,,,,,0,3,82500,0,0,7200,0,2,82060,2,0,-2475731913145812025,,,,,,742172100.297063,742172100.297063,1.0,742172100.0,742085260.0,0.0,,8CF23C36-497D-40D4-B1BF-0323B10B38AA,/display/isBacklit,,,
22576,11,1,-4447778510752404995,,,,,0,3,82500,0,0,7200,0,3,82500,2,1,-2475731913145812025,,,,,,742172100.310986,742172100.310986,1.0,742172100.0,742172100.0,1.0,,EE2C354F-E742-4594-B987-44FDEF2F33A6,/display/isBacklit,,,
22577,11,1,-3315596169300150393,,,,,0,3,82500,0,0,7200,0,3,82500,2,0,-2475731913145812025,,,,,,742172100.485395,742172100.485395,1.0,742172100.0,742172100.0,0.0,,DF24F42A-5308-4206-BAAE-69DC65FAA301,/display/isBacklit,,,
22578,11,1,-855955182458152724,,,,,0,3,82500,0,0,7200,0,3,82500,2,1,-2475731913145812025,,,,,,742172100.487925,742172100.487925,1.0,742172100.0,742172100.0,1.0,,98A9F677-0AC8-46BD-96D6-404DA98893FB,/display/isBacklit,,,
22579,11,1,5654522235598402782,,,,,0,3,52168,0,0,7200,0,3,82500,2,0,-2475731913145812025,,,,,,742228171.162461,742228171.162461,1.0,742228168.0,742172100.0,0.0,,DDE37280-491F-4A07-AB69-A1E81C400B64,/display/isBacklit,,,
22580,11,1,23705970506201855,,,,,0,3,52188,0,1,7200,0,3,52183,1,2265061383570402976,6584185901589580638,2645.0,,,,,742228188.869822,742228188.869822,1.0,742228188.0,742228183.0,2.265061383570403e+18,,F6744093-F59C-4FF8-8C38-7D6B62026A2E,/app/usage,com.brave.Browser,,
22581,11,1,5500749302704732483,,,,,0,3,52218,0,1,7200,0,3,52188,1,4674431735322325019,6584185901589580638,2645.0,,,,,742228218.88632,742228218.88632,1.0,742228218.0,742228188.0,4.674431735322325e+18,,4D4C115B-B716-4D32-99EE-80598C98E77E,/app/usage,com.googlecode.iterm2,,
22582,11,1,-356057203187953995,,,,,0,3,52611,0,1,7200,0,3,52218,1,-3415611700202112343,6584185901589580638,2645.0,,,,,742228611.718939,742228611.718939,1.0,742228611.0,742228218.0,1.5031132373507439e+19,,7B0FFBE4-AD49-4074-AC92-965AF88AEEDC,/app/usage,com.microsoft.VSCode,,
22583,11,1,-8800887014639524300,,,,,0,3,52683,0,1,7200,0,3,52611,1,2265061383570402976,6584185901589580638,2645.0,,,,,742228684.047245,742228684.047245,1.0,742228683.0,742228611.0,2.265061383570403e+18,,E309AF43-9545-4041-B5C8-466FF6A8E560,/app/usage,com.brave.Browser,,
22584,11,1,5835268969397171709,,,,,0,3,52730,0,1,7200,0,3,52683,1,-3415611700202112343,6584185901589580638,2645.0,,,,,742228730.598475,742228730.598475,1.0,742228730.0,742228683.0,1.5031132373507439e+19,,6504E522-2D4C-4BF4-9C62-B9E428C6DDBF,/app/usage,com.microsoft.VSCode,,
22585,11,1,8324084598084246901,,,,,0,3,53013,0,1,7200,0,3,52730,1,2265061383570402976,6584185901589580638,2645.0,,,,,742229013.67081,742229013.67081,1.0,742229013.0,742228730.0,2.265061383570403e+18,,914D75E9-9E35-4447-82CB-3FCBCE1A2F81,/app/usage,com.brave.Browser,,
22586,11,1,-598771661827433692,,,,,0,3,53028,0,1,7200,0,3,53013,1,-3415611700202112343,6584185901589580638,2645.0,,,,,742229028.262586,742229028.262586,1.0,742229028.0,742229013.0,1.5031132373507439e+19,,7B96C552-A9E1-42E1-989A-33832C2805D5,/app/usage,com.microsoft.VSCode,,
22587,11,1,-8914531562553737540,,,,,0,3,53129,0,1,7200,0,3,53028,1,2265061383570402976,6584185901589580638,2645.0,,,,,742229129.820308,742229129.820308,1.0,742229129.0,742229028.0,2.265061383570403e+18,,2302817F-EDBB-46EC-8091-37CC53C45477,/app/usage,com.brave.Browser,,
22588,11,1,7628372738674654308,,,,,0,3,53242,0,1,7200,0,3,53129,1,-3415611700202112343,6584185901589580638,2645.0,,,,,742229242.961086,742229242.961086,1.0,742229242.0,742229129.0,1.5031132373507439e+19,,270E0E0B-8B0A-4CD8-90D1-2E94FABA9389,/app/usage,com.microsoft.VSCode,,
22589,11,1,-7416622301640311734,,,,,0,3,53248,0,1,7200,0,3,53242,1,2265061383570402976,6584185901589580638,2645.0,,,,,742229248.205139,742229248.205139,1.0,742229248.0,742229242.0,2.265061383570403e+18,,96FFAA5D-1FEC-4EC8-B4BF-912FBFAB2FDB,/app/usage,com.brave.Browser,,
22590,11,1,-2482204272490619833,,,,,0,3,53279,0,1,7200,0,3,53248,1,-3415611700202112343,6584185901589580638,2645.0,,,,,742229279.051281,742229279.051281,1.0,742229279.0,742229248.0,1.5031132373507439e+19,,E2CBE146-053A-45C2-8263-5274B785F443,/app/usage,com.microsoft.VSCode,,
22591,11,1,6534879724150846480,,,,,0,3,53366,0,1,7200,0,3,53279,1,2265061383570402976,6584185901589580638,2645.0,,,,,742229366.335776,742229366.335776,1.0,742229366.0,742229279.0,2.265061383570403e+18,,34B1269E-BD68-42D9-A714-BDE96685D577,/app/usage,com.brave.Browser,,
22592,11,1,7750099409809426725,,,,,0,3,53375,0,1,7200,0,3,53366,1,-3415611700202112343,6584185901589580638,2645.0,,,,,742229375.088524,742229375.088524,1.0,742229375.0,742229366.0,1.5031132373507439e+19,,33F2E520-2285-40F7-A9A3-466D11786A3D,/app/usage,com.microsoft.VSCode,,
22593,11,1,8006987220572009027,,,,,0,3,53449,0,1,7200,0,3,53375,1,2265061383570402976,6584185901589580638,2645.0,,,,,742229449.970011,742229449.970011,1.0,742229449.0,742229375.0,2.265061383570403e+18,,413C6D89-77EC-4F69-A58C-38A8007862EE,/app/usage,com.brave.Browser,,
