Z_PK,Z_ENT,Z_OPT,ZUUIDHASH,ZEVENT,ZSOURCE,ZCATEGORYTYPE,ZINTEGERVALUE,ZCOMPATIBILITYVERSION,ZENDDAYOFWEEK,ZENDSECONDOFDAY,ZHASCUSTOMMETADATA,ZHASSTRUCTUREDMETADATA,ZSECONDSFROMGMT,ZSHOULDSYNC,ZSTARTDAYOFWEEK,ZSTARTSECONDOFDAY,ZVALUECLASS,ZVALUEINTEGER,ZVALUETYPECODE,ZSTRUCTUREDMETADATA,ZVALUE,Z9_VALUE,ZIDENTIFIERTYPE,ZQUANTITYTYPE,ZCREATIONDATE,ZLOCALCREATIONDATE,ZCONFIDENCE,ZENDDATE,ZSTARTDATE,ZVALUEDOUBLE,ZDOUBLEVALUE,ZUUID,ZSTREAMNAME,ZVALUESTRING,ZSTRING,ZMETADATA
22894,11,1,7340329987251108150,,,,,0,2,81519,0,1,7200,0,2,81446,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743899119.653937,743899119.653937,1.0,743899119.0,743899046.0,1.5031132373507439e+19,,0B99E594-8499-40D8-926B-2393443EE732,/app/usage,com.microsoft.VSCode,,
22895,11,1,2550204055307718412,,,,,0,2,81542,0,1,7200,0,2,81519,1,2265061383570402976,6584185901589580638,2645.0,,,,,743899142.757003,743899142.757003,1.0,743899142.0,743899119.0,2.265061383570403e+18,,08CD2189-4F69-46AD-AFDB-743FC79D63EC,/app/usage,com.brave.Browser,,
22896,11,1,-1546143519640087860,,,,,0,2,81590,0,1,7200,0,2,81542,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743899190.389919,743899190.389919,1.0,743899190.0,743899142.0,1.5031132373507439e+19,,007E24B5-1AFF-4337-AA51-EB50E410CD2E,/app/usage,com.microsoft.VSCode,,
22897,11,1,-3687219675089298843,,,,,0,2,81625,0,1,7200,0,2,81590,1,2265061383570402976,6584185901589580638,2645.0,,,,,743899225.721291,743899225.721291,1.0,743899225.0,743899190.0,2.265061383570403e+18,,5272F3AA-B6F1-4EE8-97D2-2745D6D26D38,/app/usage,com.brave.Browser,,
22898,11,1,1350865912111282278,,,,,0,2,81667,0,1,7200,0,2,81625,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743899267.82031,743899267.82031,1.0,743899267.0,743899225.0,1.5031132373507439e+19,,5246206A-F1B2-4C8A-B365-8B9FB658D968,/app/usage,com.microsoft.VSCode,,
22899,11,1,7723802489457911820,,,,,0,2,82121,0,1,7200,0,2,81667,1,2265061383570402976,6584185901589580638,2645.0,,,,,743899722.156599,743899722.156599,1.0,743899721.0,743899267.0,2.265061383570403e+18,,224F38CD-D7DC-4E4A-9499-2EAA0F96F4F7,/app/usage,com.brave.Browser,,
22900,11,1,2374643365928460974,,,,,0,2,82146,0,1,7200,0,2,82121,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743899746.818878,743899746.818878,1.0,743899746.0,743899721.0,1.5031132373507439e+19,,9B61A2A9-4019-4711-AE16-8905D952E088,/app/usage,com.microsoft.VSCode,,
22901,11,1,4350296339712860140,,,,,0,2,83452,0,0,7200,0,2,82620,2,1,-2475731913145812025,,,,,,743901054.483203,743901054.483203,1.0,743901052.0,743900220.0,1.0,,9ADD45C9-55D1-4DA6-85E4-E8758FA1533E,/display/isBacklit,,,
22902,11,1,3940099301423397087,,,,,0,2,83454,0,1,7200,0,2,82623,1,2265061383570402976,6584185901589580638,2645.0,,,,,743901054.5014,743901054.5014,1.0,743901054.0,743900223.0,2.265061383570403e+18,,B3639989-8080-4DE5-B3E3-730FF491F265,/app/usage,com.brave.Browser,,
22903,11,1,-339077170761681818,,,,,0,2,83636,0,0,7200,0,2,83452,2,0,-2475731913145812025,,,,,,743901236.151996,743901236.151996,1.0,743901236.0,743901052.0,0.0,,6369027B-52CE-4174-9709-BB6CC13EC2DA,/display/isBacklit,,,
22904,11,1,-4084532765743820715,,,,,0,2,83738,0,1,7200,0,2,83153,2,0,-2475731913145812025,7858.0,,,,,743901338.425579,743901338.425579,1.0,743901338.0,743900753.0,0.0,,B5606D03-F5B1-4E14-9C96-374CC23FA4D4,/bluetooth/isConnected,,,
22905,11,1,2487400819863103215,,,,,0,2,84792,0,1,7200,0,2,83738,2,1,-2475731913145812025,7963.0,,,,,743902392.408504,743902392.408504,1.0,743902392.0,743901338.0,1.0,,DAB55B27-353E-4D47-9F91-13471378F2DA,/bluetooth/isConnected,,,
22906,11,1,-4284344390676667908,,,,,0,2,85089,0,1,7200,0,2,83636,1,2265061383570402976,6584185901589580638,2645.0,,,,,743902689.023361,743902689.023361,1.0,743902689.0,743901236.0,2.265061383570403e+18,,C15DEDDD-E126-40E6-B12B-D98D225C34BD,/app/usage,com.brave.Browser,,
22907,11,1,-2829054851595289879,,,,,0,2,85088,0,0,7200,0,2,83636,2,1,-2475731913145812025,,,,,,743902689.050965,743902689.050965,1.0,743902688.0,743901236.0,1.0,,7C2FA88D-EBB8-4EEB-8736-D18E38645AAC,/display/isBacklit,,,
22908,11,1,-2328197925370848512,,,,,0,2,20724,0,0,7200,0,2,85088,2,0,-2475731913145812025,,,,,,743924724.99603,743924724.99603,1.0,743924724.0,743902688.0,0.0,,EC3F42D1-592C-4900-9DE4-307FF870608C,/display/isBacklit,,,
22909,11,1,-4396499227455914634,,,,,0,2,20742,0,1,7200,0,2,20724,1,2265061383570402976,6584185901589580638,2645.0,,,,,743924742.54205,743924742.54205,1.0,743924742.0,743924724.0,2.265061383570403e+18,,1203714D-3BCF-448A-9C4D-2EE7AA7BA510,/app/usage,com.brave.Browser,,
22910,11,1,6454817227509023467,,,,,0,2,20769,0,1,7200,0,2,20742,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743924769.982465,743924769.982465,1.0,743924769.0,743924742.0,1.5031132373507439e+19,,471EEBDF-9715-41BE-8B9E-02B03C2EE5F6,/app/usage,com.microsoft.VSCode,,
22911,11,1,-7540849235261127411,,,,,0,2,20813,0,1,7200,0,2,20769,1,2961235614696431925,6584185901589580638,2645.0,,,,,743924813.581007,743924813.581007,1.0,743924813.0,743924769.0,2.961235614696432e+18,,FD8A3AE8-805C-4BF6-A700-69DBB18B639C,/app/usage,com.apple.finder,,
22912,11,1,1411947003012176107,,,,,0,2,20836,0,1,7200,0,2,20813,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743924836.283315,743924836.283315,1.0,743924836.0,743924813.0,1.5031132373507439e+19,,0F55A406-EE0B-442D-8D97-B6C53CAFC0AA,/app/usage,com.microsoft.VSCode,,
22913,11,1,-389780924360777323,,,,,0,2,20865,0,1,7200,0,2,20836,1,2961235614696431925,6584185901589580638,2645.0,,,,,743924865.223217,743924865.223217,1.0,743924865.0,743924836.0,2.961235614696432e+18,,B6CE796B-D822-4A70-B01C-4AC01AEFFE2A,/app/usage,com.apple.finder,,
22914,11,1,-4275338243127527703,,,,,0,2,20896,0,1,7200,0,2,84792,2,0,-2475731913145812025,7858.0,,,,,743924896.908083,743924896.908083,1.0,743924896.0,743902392.0,0.0,,A18E3F6D-0F60-4CCE-9569-9F6B7B0BFC8D,/bluetooth/isConnected,,,
22915,11,1,-8831108428311586903,,,,,0,2,20907,0,1,7200,0,2,20865,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743924907.421833,743924907.421833,1.0,743924907.0,743924865.0,1.5031132373507439e+19,,9969B5A1-DC98-4CC3-85D3-D0AF8471A617,/app/usage,com.microsoft.VSCode,,
22916,11,1,-3926820443038054830,,,,,0,2,20909,0,1,7200,0,2,20907,1,2265061383570402976,6584185901589580638,2645.0,,,,,743924909.610251,743924909.610251,1.0,743924909.0,743924907.0,2.265061383570403e+18,,44BA12F5-E5CC-4A87-86EF-2DFB34EA6021,/app/usage,com.brave.Browser,,
22917,11,1,4576008508523044971,,,,,0,2,20937,0,1,7200,0,2,20909,1,2961235614696431925,6584185901589580638,2645.0,,,,,743924937.580906,743924937.580906,1.0,743924937.0,743924909.0,2.961235614696432e+18,,44567766-4A00-4084-A118-03024C5F3DEC,/app/usage,com.apple.finder,,
22918,11,1,384598739508336243,,,,,0,2,20980,0,1,7200,0,2,20937,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743924980.736244,743924980.736244,1.0,743924980.0,743924937.0,1.5031132373507439e+19,,B5D9B577-3B12-4FEE-B4BC-444689B16DEF,/app/usage,com.microsoft.VSCode,,
22919,11,1,3210977537781419661,,,,,0,2,20986,0,1,7200,0,2,20980,1,2265061383570402976,6584185901589580638,2645.0,,,,,743924986.624916,743924986.624916,1.0,743924986.0,743924980.0,2.265061383570403e+18,,02394749-2880-40C2-9F73-70EF460C107D,/app/usage,com.brave.Browser,,
22920,11,1,2973182612323687168,,,,,0,2,20990,0,1,7200,0,2,20986,1,4674431735322325019,6584185901589580638,2645.0,,,,,743924990.986959,743924990.986959,1.0,743924990.0,743924986.0,4.674431735322325e+18,,A596B498-D14E-4085-8943-38D840FA44EF,/app/usage,com.googlecode.iterm2,,
22921,11,1,4683599871120292967,,,,,0,2,20991,0,1,7200,0,2,20990,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743924991.48475,743924991.48475,1.0,743924991.0,743924990.0,1.5031132373507439e+19,,0D5637C1-7FD3-46AD-B778-92416444A97D,/app/usage,com.microsoft.VSCode,,
22922,11,2,1842783264166708649,,,,,0,2,20992,0,0,7200,0,2,20724,2,1,-2475731913145812025,,,,,,743924993.490795,743924993.490795,1.0,743924992.0,743924724.0,1.0,,995D8A64-10FC-437C-A629-C03C01D9EBF2,/display/isBacklit,,,
22923,11,1,8925658158947083656,,,,,0,2,20992,0,1,7200,0,2,20991,1,2961235614696431925,6584185901589580638,2645.0,,,,,743924993.436394,743924993.436394,1.0,743924992.0,743924991.0,2.961235614696432e+18,,B0F9ADB2-C9DB-4787-9421-46A0713C61C7,/app/usage,com.apple.finder,,
22925,11,1,-6227135512908992161,,,,,0,7,79902,0,1,7200,0,7,79376,1,2265061383570402976,6584185901589580638,2645.0,,,,,744329502.583737,744329502.583737,1.0,744329502.0,744328976.0,2.265061383570403e+18,,E9BC5A95-7574-4C6F-AB0F-3CABCB8FC5B7,/app/usage,com.brave.Browser,,
22926,11,1,2936666268709691405,,,,,0,7,79903,0,1,7200,0,7,79902,1,2961235614696431925,6584185901589580638,2645.0,,,,,744329503.514964,744329503.514964,1.0,744329503.0,744329502.0,2.961235614696432e+18,,7B2790F8-FCEC-4DB1-8BF0-31D96CC6511F,/app/usage,com.apple.finder,,
22927,11,1,-552490221403782524,,,,,0,7,79924,0,1,7200,0,7,79903,1,2265061383570402976,6584185901589580638,2645.0,,,,,744329524.371657,744329524.371657,1.0,744329524.0,744329503.0,2.265061383570403e+18,,8DC6B5EC-FCD1-49E0-A414-8DE4B38E1B13,/app/usage,com.brave.Browser,,
22928,11,1,4702870474320101016,,,,,0,7,79924,0,1,7200,0,7,79924,1,2961235614696431925,6584185901589580638,2645.0,,,,,744329524.811682,744329524.811682,1.0,744329524.0,744329524.0,2.961235614696432e+18,,2396A088-EC8D-4901-936B-F7D7F6B0E2F2,/app/usage,com.apple.finder,,
22929,11,1,-241425685132060739,,,,,0,7,79930,0,1,7200,0,7,79924,1,2265061383570402976,6584185901589580638,2645.0,,,,,744329530.448548,744329530.448548,1.0,744329530.0,744329524.0,2.265061383570403e+18,,166D2444-4F48-4319-A75F-EF86160C66D9,/app/usage,com.brave.Browser,,
22930,11,1,-5588901697149697779,,,,,0,7,79938,0,1,7200,0,7,79930,1,2961235614696431925,6584185901589580638,2645.0,,,,,744329538.297166,744329538.297166,1.0,744329538.0,744329530.0,2.961235614696432e+18,,49CD5A2D-D18C-4BCE-98B0-5CB4312E1EE0,/app/usage,com.apple.finder,,
22931,11,1,2436066579592804809,,,,,0,7,79938,0,1,7200,0,7,79938,1,39367470493102933,6584185901589580638,2645.0,,,,,744329538.74668,744329538.74668,1.0,744329538.0,744329538.0,3.9367470493102936e+16,,8BF25DB8-A85E-4DBD-A974-55262C15F9E5,/app/usage,com.valvesoftware.steam,,
22932,11,1,-8795003991011080652,,,,,0,7,79939,0,1,7200,0,7,79938,1,8276368722376633518,6584185901589580638,2645.0,,,,,744329539.715628,744329539.715628,1.0,744329539.0,744329538.0,8.276368722376633e+18,,62B7428C-75F6-452D-A687-57A06F28F1C0,/app/usage,org.openvpn.client.app,,
22933,11,1,-4772706593686885100,,,,,0,7,79940,0,1,7200,0,7,79939,1,39367470493102933,6584185901589580638,2645.0,,,,,744329540.490488,744329540.490488,1.0,744329540.0,744329539.0,3.9367470493102936e+16,,4C2F7068-7053-4D53-939A-4197AB7A3817,/app/usage,com.valvesoftware.steam,,
22934,11,1,5822287345076549558,,,,,0,7,79942,0,1,7200,0,7,79940,1,8276368722376633518,6584185901589580638,2645.0,,,,,744329542.056308,744329542.056308,1.0,744329542.0,744329540.0,8.276368722376633e+18,,9D848CE7-8C59-4ABE-8F03-0A1CF07D8CAF,/app/usage,org.openvpn.client.app,,
22935,11,1,4647652097181935143,,,,,0,7,79948,0,1,7200,0,7,79942,1,39367470493102933,6584185901589580638,2645.0,,,,,744329548.042332,744329548.042332,1.0,744329548.0,744329542.0,3.9367470493102936e+16,,66794A20-CE44-43C8-B542-2E4038830822,/app/usage,com.valvesoftware.steam,,
22936,11,1,-4932893827904941567,,,,,0,7,79963,0,1,7200,0,7,79948,1,2265061383570402976,6584185901589580638,2645.0,,,,,744329563.742017,744329563.742017,1.0,744329563.0,744329548.0,2.265061383570403e+18,,0C32E089-71C9-46E1-97A0-36CCE118659D,/app/usage,com.brave.Browser,,
22937,11,1,-5643546391070682113,,,,,0,7,79963,0,1,7200,0,7,79963,1,39367470493102933,6584185901589580638,2645.0,,,,,744329563.910216,744329563.910216,1.0,744329563.0,744329563.0,3.9367470493102936e+16,,D74288EC-2D9F-4F58-8237-8AA62DC98220,/app/usage,com.valvesoftware.steam,,
22938,11,1,-7363148110469229823,,,,,0,7,79966,0,1,7200,0,7,79963,1,8276368722376633518,6584185901589580638,2645.0,,,,,744329566.56015,744329566.56015,1.0,744329566.0,744329563.0,8.276368722376633e+18,,819F5BF5-FD14-4F90-9612-257369B74F80,/app/usage,org.openvpn.client.app,,
22939,11,1,7620539756531164210,,,,,0,7,79974,0,1,7200,0,7,79966,1,39367470493102933,6584185901589580638,2645.0,,,,,744329574.785845,744329574.785845,1.0,744329574.0,744329566.0,3.9367470493102936e+16,,8E0E1945-67F1-48A5-BA80-C31F014BB7FA,/app/usage,com.valvesoftware.steam,,
22940,11,1,3204291892790110869,,,,,0,7,79976,0,1,7200,0,7,79974,1,8276368722376633518,6584185901589580638,2645.0,,,,,744329576.097266,744329576.097266,1.0,744329576.0,744329574.0,8.276368722376633e+18,,48BF147E-01FB-49B3-B8BF-2DA2FB9A146E,/app/usage,org.openvpn.client.app,,
22941,11,1,-2625005032058824413,,,,,0,7,79976,0,1,7200,0,7,79976,1,39367470493102933,6584185901589580638,2645.0,,,,,744329576.226946,744329576.226946,1.0,744329576.0,744329576.0,3.9367470493102936e+16,,31CF450A-C289-4716-BA8B-F8693808262E,/app/usage,com.valvesoftware.steam,,
22942,11,1,3349358228371745560,,,,,0,7,79978,0,1,7200,0,7,79976,1,8276368722376633518,6584185901589580638,2645.0,,,,,744329578.094624,744329578.094624,1.0,744329578.0,744329576.0,8.276368722376633e+18,,0F60CB39-FADF-4A71-992B-FFEACFAFBDC4,/app/usage,org.openvpn.client.app,,
22943,11,1,1997276192221649287,,,,,0,7,79978,0,1,7200,0,7,79978,1,39367470493102933,6584185901589580638,2645.0,,,,,744329578.482804,744329578.482804,1.0,744329578.0,744329578.0,3.9367470493102936e+16,,A247AE04-816A-4CEF-8C66-DE260075A86B,/app/usage,com.valvesoftware.steam,,
22944,11,1,738241905008544818,,,,,0,7,79980,0,1,7200,0,7,79980,1,4097266085623169226,2196297603508581658,16931.0,,,,,744329580.436842,744329580.436842,1.0,744329580.0,744329580.0,4.097266085623169e+18,,FE6EE274-2BDB-481F-9034-864F1E2F5064,/notification/usage,Receive,,
22945,11,1,-2256247045522995067,,,,,0,7,79990,0,1,7200,0,7,79978,1,8276368722376633518,6584185901589580638,2645.0,,,,,744329590.126557,744329590.126557,1.0,744329590.0,744329578.0,8.276368722376633e+18,,E10EB189-9E4C-4C3F-A85D-9BCA309E100F,/app/usage,org.openvpn.client.app,,
22946,11,1,-331929837248981114,,,,,0,7,80062,0,1,7200,0,7,80001,1,39367470493102933,6584185901589580638,2645.0,,,,,744329662.941532,744329662.941532,1.0,744329662.0,744329601.0,3.9367470493102936e+16,,1457B8F0-40A8-43BE-8EAF-9C476AB033FB,/app/usage,com.valvesoftware.steam,,
22947,11,1,-285939361555517429,,,,,0,7,80085,0,1,7200,0,7,80062,1,2265061383570402976,6584185901589580638,2645.0,,,,,744329685.717893,744329685.717893,1.0,744329685.0,744329662.0,2.265061383570403e+18,,4DFF7544-B9BE-41FF-B55A-DEBE4E54A215,/app/usage,com.brave.Browser,,
22948,11,1,3643261516867384506,,,,,0,7,80170,0,1,7200,0,7,80085,1,39367470493102933,6584185901589580638,2645.0,,,,,744329770.423596,744329770.423596,1.0,744329770.0,744329685.0,3.9367470493102936e+16,,EFB31751-EE44-435C-B849-D5FC59086E45,/app/usage,com.valvesoftware.steam,,
22949,11,1,8289512100483958801,,,,,0,7,80175,0,1,7200,0,7,80170,1,2265061383570402976,6584185901589580638,2645.0,,,,,744329775.795486,744329775.795486,1.0,744329775.0,744329770.0,2.265061383570403e+18,,2C6D6A0B-CF04-4E0C-A133-A4843D829B30,/app/usage,com.brave.Browser,,
22950,11,1,-595359575343064716,,,,,0,7,80254,0,1,7200,0,7,80175,1,39367470493102933,6584185901589580638,2645.0,,,,,744329854.139348,744329854.139348,1.0,744329854.0,744329775.0,3.9367470493102936e+16,,5FDB283E-C423-4189-8A2A-E18FFDED0758,/app/usage,com.valvesoftware.steam,,
22951,11,1,6863803070803677750,,,,,0,7,80267,0,1,7200,0,7,80254,1,-5728543468940833339,6584185901589580638,2645.0,,,,,744329867.710585,744329867.710585,1.0,744329867.0,744329854.0,1.2718200604768719e+19,,B560345A-7454-4717-86C6-A7F68948829B,/app/usage,com.apple.Notes,,
22952,11,1,-3621813738094160777,,,,,0,7,80282,0,1,7200,0,7,80267,1,39367470493102933,6584185901589580638,2645.0,,,,,744329882.099313,744329882.099313,1.0,744329882.0,744329867.0,3.9367470493102936e+16,,8E6D81C3-F876-42D7-ACA3-52785410F67B,/app/usage,com.valvesoftware.steam,,
22953,11,1,4181709984453583905,,,,,0,7,80283,0,1,7200,0,7,80282,1,-5728543468940833339,6584185901589580638,2645.0,,,,,744329883.791741,744329883.791741,1.0,744329883.0,744329882.0,1.2718200604768719e+19,,C7D283E4-547B-4248-B6D1-D8CF17F0490D,/app/usage,com.apple.Notes,,
22954,11,1,5948033559791155624,,,,,0,7,80286,0,1,7200,0,7,80283,1,39367470493102933,6584185901589580638,2645.0,,,,,744329886.829675,744329886.829675,1.0,744329886.0,744329883.0,3.9367470493102936e+16,,66FA33CE-65F9-458C-B1F2-D09E44888CA0,/app/usage,com.valvesoftware.steam,,
22955,11,1,304400126022416279,,,,,0,7,80332,0,1,7200,0,7,80286,1,-5728543468940833339,6584185901589580638,2645.0,,,,,744329932.636798,744329932.636798,1.0,744329932.0,744329886.0,1.2718200604768719e+19,,FA326E19-4F0B-4ED2-89EB-A49A4DA35605,/app/usage,com.apple.Notes,,
22956,11,1,-8062438402616948154,,,,,0,7,80342,0,1,7200,0,7,80332,1,39367470493102933,6584185901589580638,2645.0,,,,,744329942.209325,744329942.209325,1.0,744329942.0,744329932.0,3.9367470493102936e+16,,17E9A997-06C7-4933-BC02-7B0543D510CB,/app/usage,com.valvesoftware.steam,,
22957,11,1,-7584125323348681168,,,,,0,7,80344,0,1,7200,0,7,80342,1,-5728543468940833339,6584185901589580638,2645.0,,,,,744329944.839874,744329944.839874,1.0,744329944.0,744329942.0,1.2718200604768719e+19,,B81E2A54-76A0-4023-BC3A-54EEAA7FF7E8,/app/usage,com.apple.Notes,,
22958,11,1,7482825466344293202,,,,,0,7,80389,0,1,7200,0,7,80344,1,39367470493102933,6584185901589580638,2645.0,,,,,744329989.953753,744329989.953753,1.0,744329989.0,744329944.0,3.9367470493102936e+16,,E01A5EEC-1EBE-4379-A984-5794D073BFE3,/app/usage,com.valvesoftware.steam,,
22959,11,1,3308869716129144559,,,,,0,7,80397,0,1,7200,0,7,80389,1,-5728543468940833339,6584185901589580638,2645.0,,,,,744329997.094731,744329997.094731,1.0,744329997.0,744329989.0,1.2718200604768719e+19,,89FBA174-E605-488F-BF87-05E0109178E7,/app/usage,com.apple.Notes,,
22960,11,1,-384247415221171512,,,,,0,7,80451,0,1,7200,0,7,80397,1,39367470493102933,6584185901589580638,2645.0,,,,,744330051.194613,744330051.194613,1.0,744330051.0,744329997.0,3.9367470493102936e+16,,2D79C978-215D-4FC2-9CEC-EF4C0CF85996,/app/usage,com.valvesoftware.steam,,
22961,11,1,-1025511567668605271,,,,,0,7,80456,0,1,7200,0,7,80451,1,-5728543468940833339,6584185901589580638,2645.0,,,,,744330056.072795,744330056.072795,1.0,744330056.0,744330051.0,1.2718200604768719e+19,,508CAA04-FAB0-4435-A46B-D96A735DDD15,/app/usage,com.apple.Notes,,
22962,11,1,7391138307179195852,,,,,0,7,80525,0,1,7200,0,7,80525,1,4097266085623169226,2196297603508581658,16949.0,,,,,744330125.60976,744330125.60976,1.0,744330125.0,744330125.0,4.097266085623169e+18,,ADE9E8F2-6580-4605-A23D-36D810F6F0C5,/notification/usage,Receive,,
22963,11,1,3095662035053187806,,,,,0,7,80573,0,1,7200,0,7,80456,1,39367470493102933,6584185901589580638,2645.0,,,,,744330173.794832,744330173.794832,1.0,744330173.0,744330056.0,3.9367470493102936e+16,,016C090E-D3D2-4538-B3D4-5BA13688FB5A,/app/usage,com.valvesoftware.steam,,
22964,11,1,1528794607928526556,,,,,0,7,80656,0,1,7200,0,7,80573,1,2265061383570402976,6584185901589580638,2645.0,,,,,744330257.016735,744330257.016735,1.0,744330256.0,744330173.0,2.265061383570403e+18,,FF951C07-BFB7-4164-8E4A-4B638098F6E4,/app/usage,com.brave.Browser,,
22965,11,1,-236263467808154387,,,,,0,7,80665,0,1,7200,0,7,80664,1,39367470493102933,6584185901589580638,2645.0,,,,,744330265.825823,744330265.825823,1.0,744330265.0,744330264.0,3.9367470493102936e+16,,5AA9746C-445A-4110-8AF5-71FFA19BD0CA,/app/usage,com.valvesoftware.steam,,
22966,11,1,-5725993020793846579,,,,,0,7,80667,0,1,7200,0,7,80665,1,8276368722376633518,6584185901589580638,2645.0,,,,,744330267.692726,744330267.692726,1.0,744330267.0,744330265.0,8.276368722376633e+18,,9309E8A2-F848-4543-B766-4EE09DE3911C,/app/usage,org.openvpn.client.app,,
22967,11,1,-5647934740533785958,,,,,0,7,80667,0,1,7200,0,7,80667,1,39367470493102933,6584185901589580638,2645.0,,,,,744330267.967597,744330267.967597,1.0,744330267.0,744330267.0,3.9367470493102936e+16,,E33F0CB7-DB65-4609-88A5-F6768C603536,/app/usage,com.valvesoftware.steam,,
22968,11,1,-4744284983243040415,,,,,0,7,80668,0,1,7200,0,7,80667,1,8276368722376633518,6584185901589580638,2645.0,,,,,744330268.069227,744330268.069227,1.0,744330268.0,744330267.0,8.276368722376633e+18,,FB4DFA26-BE94-4CC4-9699-CAC943658CC7,/app/usage,org.openvpn.client.app,,
22969,11,1,-2077965910442817861,,,,,0,7,80668,0,1,7200,0,7,80668,1,39367470493102933,6584185901589580638,2645.0,,,,,744330268.469049,744330268.469049,1.0,744330268.0,744330268.0,3.9367470493102936e+16,,8ED69730-6437-4D49-97AD-4F0BA223B1CA,/app/usage,com.valvesoftware.steam,,
22970,11,1,-1139156010043420857,,,,,0,7,80668,0,1,7200,0,7,80668,1,4097266085623169226,2196297603508581658,16957.0,,,,,744330268.580207,744330268.580207,1.0,744330268.0,744330268.0,4.097266085623169e+18,,459E8074-7842-449D-B074-A006D7F3814F,/notification/usage,Receive,,
22971,11,1,-6747177269659199640,,,,,0,7,80670,0,1,7200,0,7,80668,1,8276368722376633518,6584185901589580638,2645.0,,,,,744330270.212291,744330270.212291,1.0,744330270.0,744330268.0,8.276368722376633e+18,,113F6231-C605-4EFC-9957-0FA7315D276A,/app/usage,org.openvpn.client.app,,
22972,11,1,-608493071284726935,,,,,0,7,81013,0,1,7200,0,7,80980,1,39367470493102933,6584185901589580638,2645.0,,,,,744330613.922632,744330613.922632,1.0,744330613.0,744330580.0,3.9367470493102936e+16,,33021F42-BDF4-4873-BD22-E1420F23AA12,/app/usage,com.valvesoftware.steam,,
22973,11,1,-7715136206424344388,,,,,0,7,81064,0,1,7200,0,7,81064,1,4097266085623169226,2196297603508581658,16957.0,,,,,744330664.122972,744330664.122972,1.0,744330664.0,744330664.0,4.097266085623169e+18,,F71065CC-9E93-4A9E-8839-910481A2D9A4,/notification/usage,Receive,,
22974,11,1,-6614768561404154080,,,,,0,7,81074,0,1,7200,0,7,81013,1,2265061383570402976,6584185901589580638,2645.0,,,,,744330674.718341,744330674.718341,1.0,744330674.0,744330613.0,2.265061383570403e+18,,FC19DB1D-B9E3-465C-9329-9A39EBE03711,/app/usage,com.brave.Browser,,
22975,11,1,-6554385223134700137,,,,,0,7,81087,0,1,7200,0,7,81074,1,39367470493102933,6584185901589580638,2645.0,,,,,744330687.930511,744330687.930511,1.0,744330687.0,744330674.0,3.9367470493102936e+16,,B9236705-EE42-41F4-A8E6-8E89B4DA3D7C,/app/usage,com.valvesoftware.steam,,
22976,11,1,291561391790732766,,,,,0,7,81382,0,1,7200,0,7,81087,1,2265061383570402976,6584185901589580638,2645.0,,,,,744330982.919825,744330982.919825,1.0,744330982.0,744330687.0,2.265061383570403e+18,,7E46D717-81DA-402B-8754-686F5E9414DE,/app/usage,com.brave.Browser,,
22977,11,1,7480774447962296254,,,,,0,7,81384,0,1,7200,0,7,81382,1,2961235614696431925,6584185901589580638,2645.0,,,,,744330984.567733,744330984.567733,1.0,744330984.0,744330982.0,2.961235614696432e+18,,6688A280-B953-4B38-8295-012B5CD92D0C,/app/usage,com.apple.finder,,
22978,11,1,2469184901486367746,,,,,0,7,81391,0,1,7200,0,7,81384,1,39367470493102933,6584185901589580638,2645.0,,,,,744330991.734216,744330991.734216,1.0,744330991.0,744330984.0,3.9367470493102936e+16,,38D37549-F093-49FF-8374-046536AE931C,/app/usage,com.valvesoftware.steam,,
22979,11,1,-9103822448702764561,,,,,0,7,81936,0,1,7200,0,7,81936,1,4097266085623169226,2196297603508581658,16966.0,,,,,744331536.526078,744331536.526078,1.0,744331536.0,744331536.0,4.097266085623169e+18,,F077753B-3D47-44E5-AAD1-05436BF2E967,/notification/usage,Receive,,
22980,11,1,3685445519269781558,,,,,0,7,81938,0,1,7200,0,7,81935,1,2265061383570402976,6584185901589580638,2645.0,,,,,744331538.656176,744331538.656176,1.0,744331538.0,744331535.0,2.265061383570403e+18,,3110CD04-A782-46E8-B7E1-40362622EF0B,/app/usage,com.brave.Browser,,
22981,11,1,2016051437614140907,,,,,0,7,81940,0,1,7200,0,7,81940,1,4097266085623169226,2196297603508581658,16968.0,,,,,744331540.801271,744331540.801271,1.0,744331540.0,744331540.0,4.097266085623169e+18,,5B7D06C7-C81E-45B2-AD9F-6AF7FF541768,/notification/usage,Receive,,
22982,11,1,-2723623136367594277,,,,,0,7,81951,0,1,7200,0,7,81938,1,7681546718700660796,6584185901589580638,16969.0,,,,,744331551.737203,744331551.737203,1.0,744331551.0,744331538.0,7.681546718700661e+18,,83F88D4A-A22A-46D9-840F-CF92D67B8A64,/app/usage,net.wargaming.wotblitz.macos,,
